WEEK,TRUCK_BRAND_NAME,CITY,LOCATION,WEEKLY_SALES,TOTAL_QUANTITY
190,13,3,172,6118.0,596
167,1,2,173,997.0,102
168,14,2,174,1237.0,127
169,11,2,175,814.0,97
171,0,0,176,27534.0,3516
177,6,3,177,7223.0,848
180,6,4,178,4478.0,510
107,14,0,112,59112.0,6261
188,7,3,179,9501.0,888
106,14,0,180,32569.0,3459
75,10,2,181,695.0,60
81,4,2,21,376.0,84
165,12,2,182,2311.0,190
166,7,2,183,1173.0,103
169,4,2,184,610.5,128
177,13,3,185,7211.0,708
177,0,3,186,5272.0,680
164,5,0,187,42361.5,2922
174,2,0,188,25751.0,2699
174,6,0,189,30366.0,3543
112,10,0,190,32070.0,2974
112,8,0,191,44425.0,3138
112,8,0,192,40349.0,2884
113,11,0,193,22638.0,2774
191,7,0,194,29294.0,2723
183,7,3,195,10240.0,966
183,10,3,196,8349.0,778
183,14,3,197,6345.0,673
135,0,0,198,22432.0,2850
183,3,3,199,5009.0,522
158,3,0,176,2793.0,304
159,10,0,200,63789.0,5877
184,13,3,201,5788.0,570
184,13,3,202,7133.0,697
184,2,3,203,6272.0,658
192,5,1,204,10624.0,727
192,2,1,205,11710.0,1236
159,10,0,206,29927.0,2719
159,5,0,90,42541.0,2939
168,11,0,207,22879.0,2822
191,12,0,208,34585.0,2835
191,6,0,42,24487.0,2818
168,13,0,209,33777.0,3284
168,10,0,94,27760.0,2567
168,3,0,120,27455.0,2881
184,6,3,210,7497.0,878
184,7,3,211,9315.0,860
113,4,0,212,16809.5,3557
113,6,0,213,23942.0,2779
184,10,3,214,9048.0,846
185,4,3,215,3926.5,821
185,11,3,216,4624.0,570
191,14,0,217,31147.0,3262
185,5,3,218,12172.25,820
113,4,0,219,13149.5,2735
135,11,0,136,24271.0,3016
113,6,0,220,26176.0,3044
185,3,3,221,9901.0,1043
185,4,3,222,4139.0,880
185,5,3,223,12033.75,817
185,6,3,224,5275.0,602
186,4,3,225,3727.5,767
184,3,0,226,31035.0,3298
159,3,0,227,28207.0,3012
160,4,0,228,11942.5,2511
135,7,0,229,33115.0,3043
135,13,0,230,25462.0,2448
148,13,0,190,28694.0,2805
191,9,4,231,4700.0,925
191,4,4,232,4254.5,903
136,14,0,233,29999.0,3143
136,3,0,234,31671.0,3328
127,7,3,235,8877.0,834
128,10,3,236,9406.0,876
128,13,3,199,6371.0,620
128,13,3,237,8253.0,808
114,4,0,238,14735.5,3107
114,10,0,193,36180.0,3314
136,6,0,238,29655.0,3425
154,3,1,239,7301.0,762
154,14,1,240,9135.0,961
154,14,1,76,7465.0,781
198,3,0,241,31327.0,3321
154,6,1,242,5813.0,691
99,6,0,227,22937.0,2643
168,7,0,42,64496.0,5927
130,4,1,243,3942.5,837
131,9,1,244,3348.0,658
131,4,1,245,3181.5,692
186,0,3,97,6785.0,854
186,3,3,246,7465.0,792
186,4,3,247,1982.0,417
186,11,3,145,3868.0,475
186,2,3,248,4939.0,516
186,12,3,249,19441.0,1601
131,11,1,250,6959.0,856
174,7,0,251,29843.0,2763
131,10,1,252,9967.0,930
132,0,1,253,6077.0,772
132,1,1,254,7071.0,732
157,12,4,255,6543.0,550
157,4,4,256,3836.0,805
157,7,4,257,7156.0,652
157,14,4,258,7799.0,822
191,5,4,259,16883.25,1165
186,4,3,260,5092.0,1066
186,12,3,261,9579.0,804
186,14,3,262,8795.0,924
186,11,3,263,5179.0,641
148,11,0,176,23714.0,2865
158,1,4,264,6506.0,667
158,7,4,265,12599.0,1190
158,13,4,266,8766.0,849
158,3,4,267,12476.0,1330
159,11,4,268,5675.0,694
198,5,3,269,14329.25,992
198,12,3,216,9137.0,734
186,13,3,270,9033.0,870
187,11,3,271,3570.0,438
187,0,3,272,7027.0,891
184,11,0,273,25922.0,3221
184,2,0,274,30136.0,3185
198,2,3,145,7696.0,805
198,10,3,218,12394.0,1133
198,0,3,275,6540.0,839
198,4,3,247,4328.5,903
198,9,3,276,4944.0,965
192,3,4,277,11539.0,1219
187,3,3,278,5298.0,534
187,14,3,215,5624.0,581
187,0,3,279,4903.0,628
187,10,3,280,6004.0,547
187,10,3,281,8696.0,800
187,12,3,282,7775.0,623
155,8,1,283,7826.0,557
156,2,1,284,7567.0,778
192,12,1,285,8402.0,687
192,3,1,99,8278.0,869
192,8,1,286,9832.0,711
187,0,3,287,7323.0,920
192,5,4,288,12068.25,822
192,10,4,289,8968.0,827
192,14,4,290,8027.0,852
192,12,4,291,13934.0,1131
99,10,0,233,32171.0,3010
148,11,0,188,28162.0,3508
114,0,0,292,21563.0,2736
192,6,4,293,11350.0,1313
192,7,4,294,4701.0,437
192,14,4,295,4990.0,527
192,10,4,296,7077.0,639
129,7,3,297,9755.0,909
129,10,3,298,8428.0,787
129,12,3,299,12142.0,1002
129,9,3,300,5388.0,1058
193,7,1,301,6150.0,560
193,5,1,302,13875.25,955
193,11,1,303,8345.0,1021
193,8,1,304,9363.0,665
193,5,1,13,14970.25,1016
193,10,1,305,9131.0,842
130,7,3,306,5315.0,491
130,1,3,307,7143.0,721
130,10,3,308,6773.0,632
130,1,3,309,9862.0,1027
130,9,3,310,3187.0,617
131,6,3,311,5238.0,585
131,5,3,312,10156.75,687
131,12,3,313,6697.0,565
131,9,3,314,4442.0,865
131,13,3,278,5910.0,574
131,2,3,315,8856.0,946
131,7,3,316,7662.0,703
131,10,3,317,9553.0,882
132,6,3,318,10201.0,1192
132,14,3,319,14484.0,1540
132,2,3,320,8108.0,861
159,3,4,321,8687.0,903
159,11,4,322,8801.0,1077
160,11,4,323,6203.0,762
160,5,4,324,9756.5,651
100,8,0,75,44701.0,3161
149,8,0,191,42846.0,3031
161,6,0,325,27522.0,3181
193,3,1,326,10377.0,1079
193,12,1,327,17106.0,1403
101,6,0,328,24039.0,2755
157,7,1,329,4621.0,430
157,8,1,330,9161.0,650
157,2,1,331,8454.0,893
157,9,1,332,3559.0,701
168,13,0,333,29243.0,2818
191,9,0,334,14806.0,2875
184,5,0,335,42215.25,2903
198,14,0,234,52281.0,5525
168,2,0,336,27414.0,2893
127,7,3,179,9262.0,837
127,13,3,337,955.0,82
160,2,0,338,30844.0,3253
98,6,0,339,23821.0,2743
174,9,0,340,15803.0,3065
186,3,3,341,8903.0,963
192,12,4,342,14227.0,1157
155,11,1,343,5787.0,720
114,6,0,344,29427.0,3390
193,8,1,326,15118.0,1085
156,4,1,345,2609.0,543
130,9,3,346,4203.0,823
131,9,3,347,3535.0,693
161,4,0,348,14060.0,2969
149,13,0,339,27141.0,2648
193,12,1,80,12526.0,1041
156,2,1,349,5746.0,606
187,14,3,93,8294.0,853
192,10,4,350,6759.0,638
199,14,2,165,1239.0,131
200,3,2,351,1059.0,113
200,12,2,352,1589.0,125
200,11,2,353,886.0,112
200,11,2,354,1251.0,152
201,13,2,352,950.0,105
191,8,3,355,10751.0,779
178,14,3,97,8456.0,909
178,5,3,356,25318.25,1726
191,12,3,357,6380.0,524
192,5,3,358,9170.75,621
192,13,3,359,9492.0,936
192,10,3,360,10383.0,950
192,1,3,361,9157.5,940
180,14,4,362,4810.0,502
78,11,0,77,22127.0,2729
107,4,0,363,15332.0,3240
192,13,3,364,9424.0,932
192,10,3,365,8638.0,785
118,1,3,280,7935.0,811
182,8,0,366,46076.0,3267
172,13,0,367,32804.0,3157
114,12,1,33,12917.0,1029
115,4,1,368,5105.0,1069
115,3,1,369,10092.0,1056
115,2,1,36,7535.0,806
146,3,0,370,26508.0,2791
146,4,0,371,12557.0,2656
146,2,0,136,27710.0,2928
179,6,3,372,8096.0,964
179,10,3,373,10562.0,972
179,8,3,374,13080.0,920
179,4,3,261,4812.0,1016
179,2,3,375,6788.0,714
179,9,3,376,3119.0,604
179,9,3,140,3366.0,670
179,3,3,377,822.0,82
180,4,3,378,4849.0,1007
115,4,1,379,3301.5,695
116,12,1,9,10973.0,911
180,4,3,380,3831.0,806
180,1,3,381,6201.0,657
180,12,3,382,9243.0,772
181,5,4,383,10128.25,691
181,2,4,384,6127.0,636
181,8,4,265,10334.0,731
78,11,0,385,23085.0,2818
78,11,0,386,26236.0,3243
165,8,0,8,48290.0,3407
155,10,0,387,31774.0,2939
155,3,0,388,27797.0,2942
155,14,0,389,31966.0,3416
118,13,3,45,10865.0,1073
118,6,3,390,6728.0,773
118,3,3,391,6475.0,683
190,8,0,392,42581.0,3007
190,7,0,393,36439.0,3385
148,11,4,394,6338.0,783
148,11,4,395,4808.0,602
148,3,4,396,7408.0,790
148,13,4,397,9822.0,956
187,0,1,398,6285.0,796
187,12,1,399,7258.0,599
187,8,1,400,7704.0,555
187,3,1,401,7592.0,803
188,1,1,402,8317.0,855
188,11,1,55,5859.0,712
188,8,1,403,14696.0,1016
89,7,2,404,897.0,78
89,4,2,405,897.0,190
90,10,2,406,1297.0,114
90,10,2,407,853.0,75
92,2,2,408,1085.0,118
92,4,2,409,678.0,143
94,2,2,410,1357.0,143
94,7,2,411,1395.0,125
94,7,2,412,1074.0,103
95,7,2,413,1544.0,144
95,7,2,414,1331.0,129
96,9,2,130,571.0,110
96,7,2,415,1013.0,95
97,4,2,160,516.0,108
97,2,2,416,848.0,86
98,4,2,417,473.5,101
99,4,2,418,331.0,71
91,7,2,419,1133.0,111
117,0,1,420,6482.0,835
102,7,2,421,1887.0,184
103,10,2,422,1578.0,144
104,7,2,423,1266.0,114
105,9,2,168,700.0,136
106,2,2,424,1598.0,176
106,4,2,425,611.5,131
106,10,2,426,1293.0,114
106,8,2,427,2071.0,148
181,14,4,428,6764.0,703
181,9,4,429,4200.0,823
181,13,4,430,6595.0,641
181,2,4,431,8133.0,854
182,13,0,432,29491.0,2815
107,11,0,433,24334.0,2996
107,0,0,371,22274.0,2826
107,6,0,434,25591.0,2952
107,8,0,435,40013.0,2868
188,13,1,79,9160.0,870
188,6,1,332,5961.0,682
192,11,3,104,9511.0,1175
192,6,3,197,11134.0,1282
193,14,3,317,10726.0,1124
193,0,3,436,6494.0,830
190,6,0,437,26372.0,3023
119,1,3,262,4630.5,469
119,7,3,438,5653.0,533
145,14,1,439,6669.0,703
146,4,1,403,4058.0,849
146,0,1,440,6848.0,875
133,10,0,441,34211.0,3157
133,3,0,58,30364.0,3207
120,12,3,442,13721.0,1110
120,10,3,443,10977.0,1009
146,4,1,444,3078.5,650
182,11,0,445,25653.0,3134
193,3,3,446,11054.0,1158
193,9,3,380,5356.0,1043
148,5,4,447,12175.5,857
148,12,4,448,10089.0,829
148,3,4,449,8312.0,880
148,5,4,450,9866.0,684
148,0,4,451,6071.0,774
149,14,4,452,6967.0,742
149,7,4,453,7222.0,684
149,9,4,454,4658.0,914
181,8,4,455,9523.0,675
181,11,4,456,6057.0,754
182,9,4,457,2541.0,500
182,3,4,458,6372.0,686
180,7,3,381,7611.0,690
182,10,4,459,10402.0,951
182,7,4,460,7138.0,661
182,11,4,461,6105.0,753
182,13,4,462,10200.0,998
182,7,4,463,13042.0,1225
196,12,0,217,41053.0,3345
196,3,0,464,26792.0,2836
108,10,2,133,1042.0,94
109,2,2,465,997.0,106
110,11,2,466,622.0,78
110,9,2,14,629.0,123
110,8,2,467,2186.0,153
111,8,2,468,1287.0,92
111,9,2,469,412.0,82
111,2,2,470,820.0,83
111,7,2,471,1754.0,167
111,4,2,472,534.5,113
111,7,2,118,459.0,37
112,14,2,410,872.0,92
112,14,2,423,1789.0,182
146,6,1,473,5658.0,643
147,4,1,84,3018.0,634
150,3,4,474,6264.0,656
150,3,4,475,9712.0,1035
117,3,1,476,9570.0,1007
182,2,4,477,7107.0,744
183,10,4,478,9378.0,866
183,3,4,479,6097.0,653
183,9,4,480,1763.0,344
183,4,4,481,3024.0,645
165,7,0,482,29475.0,2696
165,11,0,483,26971.0,3303
147,12,1,484,8125.0,643
193,4,3,485,3385.0,707
193,6,3,486,8951.0,1048
148,1,1,487,8794.5,910
148,8,1,488,12052.0,864
148,11,1,327,6400.0,793
148,2,1,489,5235.0,549
82,6,0,490,25804.0,2998
193,14,3,47,7004.0,721
100,9,2,491,572.0,110
100,9,2,492,781.0,152
192,5,3,493,12725.25,853
108,11,0,24,22027.0,2690
119,6,3,224,9563.0,1109
146,3,1,494,8536.0,914
146,4,1,65,2484.0,521
146,12,1,495,13235.0,1071
149,9,4,496,3368.0,652
182,0,4,497,5576.0,714
108,10,2,498,1736.0,158
110,9,2,499,386.0,76
110,2,2,500,1177.0,131
80,6,0,501,21832.0,2541
146,3,1,502,9730.0,1017
182,8,4,503,8572.0,608
183,9,4,504,2864.0,568
193,5,3,505,12659.5,864
121,1,3,506,12369.0,1285
148,3,1,507,7994.0,830
148,4,1,508,6725.0,1427
148,12,1,509,11111.0,910
148,8,1,510,11681.0,810
148,3,1,511,11118.0,1152
181,10,3,512,12394.0,1147
181,5,3,513,12799.75,892
181,4,3,514,3917.5,835
156,6,0,515,24270.0,2804
156,13,0,516,30398.0,2929
151,4,4,517,4236.0,885
151,7,4,518,9671.0,873
150,9,4,519,487.0,97
151,7,4,519,17312.0,1576
151,14,4,520,6629.0,735
151,0,4,232,6107.0,780
183,0,4,521,8186.0,1052
183,0,4,264,7168.0,918
148,11,1,522,8255.0,1032
149,8,1,248,12445.0,867
121,1,3,107,5271.0,552
121,7,3,221,7086.0,666
184,1,4,523,5005.0,503
184,14,4,524,6973.0,756
184,10,4,525,10997.0,1031
172,1,0,526,27884.5,2861
149,3,1,527,8044.0,849
149,7,1,528,7594.0,703
156,0,0,42,22011.0,2803
156,13,0,190,30587.0,2983
194,5,3,341,11936.5,809
194,3,3,529,4813.0,504
194,11,3,306,7472.0,908
149,7,1,530,7555.0,704
149,6,1,531,6714.0,771
149,8,1,532,10891.0,785
150,2,1,38,7715.0,829
149,6,1,533,711.0,88
150,7,1,534,7292.0,648
150,9,1,329,3235.0,629
150,11,1,535,8862.0,1095
150,2,1,9,9369.0,996
151,10,1,1,8410.0,767
150,4,1,536,2940.0,625
182,10,0,483,30672.0,2817
121,3,2,491,1128.0,117
121,9,2,537,646.0,122
121,4,2,538,897.5,182
121,3,2,539,1054.0,109
122,8,2,540,2008.0,143
122,2,2,541,1601.0,169
123,11,2,500,925.0,113
124,3,2,14,1304.0,135
156,8,0,57,39685.0,2785
165,10,0,132,3055.0,284
121,10,3,542,9927.0,903
121,10,3,512,10157.0,929
122,1,3,543,7994.5,831
184,6,4,544,8847.0,1030
184,0,4,545,7029.0,904
84,11,0,546,25807.0,3201
182,9,0,393,15907.0,3130
125,3,2,547,993.0,105
125,10,2,548,1739.0,155
126,12,2,409,1588.0,140
126,10,2,549,1520.0,136
126,7,2,550,2652.0,235
126,10,2,160,1846.0,179
127,10,2,122,2056.0,187
127,2,2,427,1104.0,114
127,2,2,425,44.0,4
128,4,2,21,395.0,88
128,12,2,551,2016.0,168
128,3,2,539,897.0,93
128,9,2,552,574.0,113
181,10,3,553,8329.0,784
181,8,3,554,14727.0,1060
130,11,2,555,1097.0,132
130,4,2,468,579.0,125
131,4,2,556,488.5,104
131,2,2,557,1151.0,124
131,4,2,558,379.0,81
132,3,2,559,929.0,92
132,11,2,560,1194.0,144
166,14,0,561,26154.0,2792
166,11,0,562,27638.0,3375
134,12,2,563,1127.0,93
134,10,2,564,1440.0,133
135,4,2,565,549.5,116
135,2,2,566,1493.0,160
136,8,2,567,1186.0,83
136,6,2,568,1113.0,121
166,6,0,569,27641.0,3227
197,1,0,143,32284.0,3337
151,9,1,64,2890.0,561
151,6,1,570,5894.0,689
119,9,1,571,3968.0,777
119,1,1,572,7468.0,768
119,4,1,9,2971.5,627
151,4,1,573,3201.5,671
151,10,1,574,7743.0,718
152,1,1,575,5493.0,568
172,10,0,57,33586.0,3135
172,4,0,67,13442.5,2838
120,1,1,576,10423.5,1092
173,11,0,577,20568.0,2547
190,5,1,439,11425.5,794
194,6,3,364,5537.0,644
195,1,3,249,11975.0,1258
195,3,3,203,7955.0,845
195,1,3,578,7703.0,793
137,12,2,492,1254.0,101
137,6,2,579,711.0,79
137,3,2,580,1051.0,109
137,10,2,353,2330.0,210
137,6,2,581,953.0,105
138,14,2,582,956.0,98
138,12,2,583,1844.0,144
138,10,2,584,1151.0,99
138,10,2,552,1070.0,96
139,11,2,585,1182.0,156
139,14,2,586,1275.0,133
139,6,2,587,1121.0,137
140,3,2,352,1152.0,115
88,11,0,588,27476.0,3401
166,7,0,434,30925.0,2812
108,6,0,589,25271.0,2925
184,6,4,590,5088.0,576
185,3,4,591,5107.0,545
185,7,4,592,9365.0,879
89,11,0,593,28084.0,3460
108,0,0,594,25255.0,3275
109,14,0,595,28913.0,3035
190,5,1,596,10681.75,752
190,7,1,597,9724.0,893
122,12,3,598,8992.0,735
123,13,3,443,5121.0,491
146,0,0,599,24451.0,3115
109,10,0,73,27724.0,2539
109,8,0,600,39003.0,2754
140,4,2,601,640.0,139
141,6,2,602,731.0,90
141,12,2,603,1433.0,121
142,11,2,604,1199.0,145
142,12,2,354,1778.0,148
143,14,2,605,688.0,70
143,9,2,606,655.0,126
143,12,2,582,1651.0,135
109,0,0,607,24727.0,3142
146,10,0,600,31310.0,2925
146,3,0,608,30140.0,3156
121,0,1,609,6805.0,853
121,3,1,610,9299.0,974
121,0,1,510,7327.0,934
91,6,0,611,23417.0,2759
122,1,1,612,5714.0,588
122,2,1,613,9636.0,1035
91,6,0,614,26360.0,3010
123,12,3,615,9475.0,763
123,9,3,616,4872.0,957
122,9,1,617,4527.0,872
122,12,1,618,8097.0,652
122,9,1,609,3529.0,696
123,10,1,345,11012.0,1009
109,10,0,619,36863.0,3405
109,6,0,620,23645.0,2723
123,10,1,621,9489.0,900
123,2,1,622,11669.0,1226
124,2,1,623,5379.0,552
124,9,1,624,5203.0,1020
145,14,2,625,1469.0,162
145,11,2,122,1000.0,121
145,0,2,422,826.0,106
145,7,2,626,973.0,89
146,4,2,627,333.5,72
147,10,2,628,967.0,82
147,10,2,629,1194.0,110
147,9,2,630,450.0,89
146,0,2,631,1921.0,251
132,4,2,586,664.0,145
134,9,2,632,733.0,143
151,6,1,633,7348.0,853
138,2,2,627,642.0,67
138,6,2,603,1394.0,158
182,8,3,634,9695.0,685
144,0,2,635,789.0,100
190,2,0,636,24688.0,2607
148,3,4,637,1048.0,109
181,5,3,47,13357.5,912
110,3,2,465,1270.0,138
111,4,2,417,335.5,70
111,4,2,638,513.0,105
112,3,2,353,1443.0,154
150,7,4,639,7334.0,671
150,13,4,640,7056.0,659
181,9,3,641,3854.0,764
188,1,1,622,12650.0,1303
118,12,1,400,9067.0,755
118,3,1,642,7383.0,782
118,9,1,643,2912.0,568
118,2,1,644,6553.0,694
146,13,0,645,28503.0,2779
196,3,0,646,30449.0,3181
188,10,1,64,8464.0,779
196,11,0,85,23369.0,2863
113,8,2,161,1541.0,105
114,3,2,468,1279.0,138
114,4,2,498,535.5,117
114,14,2,168,1021.0,113
114,10,2,413,1485.0,141
115,11,2,647,619.0,75
115,10,2,648,1235.0,116
115,8,2,649,2151.0,151
115,11,2,650,790.0,93
116,14,2,467,1222.0,129
116,7,2,651,1460.0,135
116,9,2,652,871.0,175
116,3,2,649,1222.0,127
117,2,2,653,1141.0,118
118,4,2,654,781.5,168
118,7,2,655,904.0,80
189,14,1,656,9748.0,1049
189,5,1,657,15646.0,1057
189,12,1,658,13516.0,1113
156,11,0,659,26138.0,3215
189,12,1,80,10936.0,912
118,7,2,414,2032.0,190
121,8,2,549,1468.0,104
122,10,2,498,1286.0,125
123,11,2,165,800.0,100
127,2,2,167,967.0,102
122,8,2,660,1477.0,105
125,14,2,468,949.0,97
126,7,2,661,1759.0,162
127,12,2,602,1342.0,102
151,0,4,662,3978.0,506
129,9,2,415,867.0,172
130,11,2,663,590.0,70
130,9,2,664,596.0,116
130,10,2,665,1285.0,129
131,11,2,666,1053.0,130
133,12,2,556,2129.0,175
134,6,2,667,1021.0,114
135,12,2,668,1335.0,113
135,14,2,669,1225.0,129
189,5,1,439,1308.25,91
151,0,4,258,4898.0,629
152,9,4,670,4378.0,860
137,8,2,499,2660.0,193
137,10,2,167,1087.0,98
139,12,2,665,1719.0,140
140,6,2,671,1192.0,141
141,4,2,667,707.5,152
141,12,2,672,741.0,59
143,11,2,161,788.0,95
143,4,2,673,546.5,114
108,4,0,674,272.5,52
152,12,4,675,8403.0,698
152,5,4,676,10809.25,752
110,6,0,57,23927.0,2770
110,4,0,677,13031.5,2736
173,14,0,678,33458.0,3552
173,5,0,679,42986.75,2940
157,2,0,680,30685.0,3251
185,13,4,681,7358.0,741
185,5,4,682,12301.25,845
134,4,0,150,12897.5,2692
190,1,0,335,33162.5,3420
190,14,0,683,26343.0,2749
185,10,4,684,14022.0,1290
186,13,4,685,6218.0,608
153,4,4,686,3749.5,792
190,11,0,687,26792.0,3308
190,0,0,24,23945.0,3048
190,12,0,688,32949.0,2674
190,12,0,114,39676.0,3250
182,9,3,380,4181.0,816
152,1,1,689,6898.0,716
152,1,1,690,17427.5,1813
152,11,1,302,6646.0,822
152,12,1,34,8004.0,641
182,6,3,691,6832.0,779
183,2,3,692,6410.0,678
183,6,3,512,8203.0,957
124,2,1,693,9033.0,934
173,0,0,441,22035.0,2806
157,4,0,694,15392.5,3242
190,12,0,51,35176.0,2905
186,3,4,695,5664.0,589
186,13,4,682,6024.0,589
186,6,4,676,7940.0,917
186,0,4,696,5207.0,654
186,12,4,697,9404.0,758
186,7,4,266,8768.0,847
93,6,0,698,23518.0,2744
110,14,0,147,31140.0,3276
110,6,0,699,28537.0,3280
190,2,1,239,17806.0,1948
135,6,2,700,1283.0,153
175,4,0,340,16429.0,3450
157,11,1,701,423.0,50
158,3,1,702,5427.0,565
158,14,1,703,5545.0,590
101,11,0,704,26453.0,3276
132,3,1,705,9906.0,1043
132,2,1,706,10002.0,1079
149,7,0,707,31883.0,2961
133,6,1,240,9128.0,1047
158,8,1,708,8191.0,591
158,3,1,155,4893.0,523
158,3,1,240,9505.0,991
191,7,0,709,30494.0,2806
194,11,1,710,14278.0,1761
194,12,1,535,11475.0,955
194,14,1,78,7907.0,811
194,2,1,711,9538.0,1017
194,3,1,712,7272.0,773
194,5,1,400,15503.5,1059
194,10,1,303,11287.0,1044
132,3,3,713,11243.0,1194
115,4,0,348,13799.5,2914
115,0,0,714,19057.0,2424
191,13,0,715,27478.0,2639
